id,source,title,setting,stationType,suggested_status,suggested_category,confidence,rationale,already_annotated
RESCOS-16,RESCOS,Diplopie,Service d'urgences,anamnese_examen,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
RESCOS-17,RESCOS,Douleur abdominale,Service d'urgences,anamnese_examen,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
RESCOS-18,RESCOS,Douleur abdominale,Cabinet du généraliste,anamnese_examen,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
RESCOS-19,RESCOS,Douleur abdominale,Cabinet du généraliste,anamnese_examen,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
RESCOS-20,RESCOS,Douleur abdominale,Urgences,anamnese_examen,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
RESCOS-21,RESCOS,Douleur abdominale,Service des urgences,anamnese_examen,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
RESCOS-22,RESCOS,Douleur abdominale - ECC Digestion,Service d'urgences,anamnese_examen,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
RESCOS-23,RESCOS,Douleur abdominale - ECC Digestion,Cabinet de gastro-entérologie,anamnese_examen,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
RESCOS-24,RESCOS,Douleur au flanc,Urgences de Delémont,anamnese_examen,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
RESCOS-25,RESCOS,Douleur au flanc et troubles mictionnels - ECC Urologie,Cabinet de médecine générale,anamnese_examen,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
RESCOS-26,RESCOS,Douleur au mollet,Cabinet de médecine générale,anamnese_examen,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
RESCOS-27,RESCOS,Douleur au mollet - ECC Vasculaire,Cabinet de médecine générale,anamnese_examen,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
RESCOS-28,RESCOS,Douleur à la hanche,Cabinet de médecine générale,anamnese_examen,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
RESCOS-29,RESCOS,Douleur à la jambe,Cabinet de médecine générale,anamnese_examen,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
RESCOS-30,RESCOS,Douleur à la jambe - ECC Neurologie,Service de neurologie,anamnese_examen,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
RESCOS-31,RESCOS,Douleur lombaire,Service des urgences,anamnese_examen,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
RESCOS-32,RESCOS,Douleur oculaire,Cabinet de médecine générale,anamnese_examen,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
RESCOS-33,RESCOS,Douleur pelviennes - ECC Gynécologique,Cabinet de gynécologie,anamnese_examen,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
RESCOS-34,RESCOS,Douleur thoracique,Urgences du CHUV,anamnese_examen,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
RESCOS-35,RESCOS,Douleur thoracique,Cabinet du généraliste,anamnese_examen,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
RESCOS-36,RESCOS,Douleur thoracique,Cabinet de médecine générale,anamnese_examen,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
RESCOS-37,RESCOS,Douleur thoracique - ECC Cardiologie,Cabinet de cardiologie,anamnese_examen,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
RESCOS-38,RESCOS,Douleurs articulaires,Cabinet de médecine générale,anamnese_examen,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
RESCOS-39,RESCOS,Dyspnée,Cabinet de médecine générale,anamnese_examen,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
RESCOS-40,RESCOS,Dyspnée - ECC Cardio-pulmonaire,Cabinet de médecine générale,anamnese_examen,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
RESCOS-41,RESCOS,Dysurie,Cabinet du spécialiste - gynécologie,anamnese_examen,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
RESCOS-42,RESCOS,Dysurie,Cabinet du généraliste,anamnese_examen,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
RESCOS-43,RESCOS,EM tabac,Cabinet de médecine générale,anamnese_examen,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
RESCOS-44,RESCOS,Fatigue,Policlinique,anamnese_examen,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
RESCOS-45,RESCOS,Fatigue,Cabinet du généraliste,anamnese_examen,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
RESCOS-46,RESCOS,Fièvre,Urgences,anamnese_examen,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
RESCOS-47,RESCOS,Ictère,Cabinet du généraliste,anamnese_examen,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
RESCOS-48,RESCOS,Lombalgie,Cabinet du généraliste,anamnese_examen,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
RESCOS-49,RESCOS,Malaise,Service d'urgences,anamnese_examen,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
RESCOS-50,RESCOS,Malaise,Urgences,anamnese_examen,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
RESCOS-51,RESCOS,Oedèmes des MI,Cabinet de médecine générale,anamnese_examen,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
RESCOS-52,RESCOS,Paralysie,Urgences,anamnese_examen,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
RESCOS-53,RESCOS,Parésie facio-brachiale - ECC Neurologie,Service de neurologie,anamnese_examen,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
RESCOS-54,RESCOS,Présentation au CDC,Service de médecine interne,anamnese_examen,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
RESCOS-55,RESCOS,Présentation au Colloque social,Service de médecine interne - Colloque pluridisciplinaire,anamnese_examen,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
RESCOS-56,RESCOS,Prurit,Cabinet de médecine générale,anamnese_examen,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
RESCOS-57,RESCOS,Ralentissement - Consultation téléphonique EMS,Urgence hôpital régional - Consultation téléphonique avec infirmier·ère d'EMS,teleconsultation,C,,0.40,"[teleconsult_non_violence] Téléconsultation hors maltraitance — responsabilité médicale, hors scope Phase 6 J1",false
RESCOS-57b,RESCOS,Ralentissement - Consultation téléphonique,Urgences d'un hôpital régional (médecin assistant·e). Il est 21h30,anamnese_examen,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
RESCOS-58,RESCOS,Rectorragies,Urgences d'un hôpital périphérique,anamnese_examen,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
RESCOS-58b,RESCOS,Rectorragies,Urgences d'un hôpital régional,anamnese_examen,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
RESCOS-59,RESCOS,SD - Cholestérol,Cabinet de médecine générale,anamnese_examen,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
RESCOS-60,RESCOS,SD - Iléus palliatif,Service de médecine interne,anamnese_examen,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
RESCOS-61,RESCOS,Suivi de grossesse - ECC Obstétrique,Service de gynécologie-obstétrique,anamnese_examen,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
RESCOS-62,RESCOS,Toux - ECC Poumon,Cabinet de médecine générale,anamnese_examen,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
RESCOS-63,RESCOS,Toux - Pédiatrie,"Urgences, hôpital régional",pediatrie_accompagnant,C,,0.40,"[pediatrics_no_redflag] Pédiatrie standard sans red flag de maltraitance — consentement parental implicite, hors scope Phase 5/6",false
RESCOS-64,RESCOS,Toux - Station double 1,Cabinet de médecine générale,anamnese_examen,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
RESCOS-65,RESCOS,Tremblements - ECC Neurologie,Service de neurologie,anamnese_examen,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
RESCOS-66,RESCOS,Troubles de l'équilibre - ECC Neurologie,Service de neurologie,anamnese_examen,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
RESCOS-67,RESCOS,Fatigue,Cabinet de médecine générale de la Dre Kovac (médecin assistant·e),anamnese_examen,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
RESCOS-68,RESCOS,Eruption cutanée,Cabinet de médecine générale (remplacement de la Dre Jacqueline Dupont),anamnese_examen,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
RESCOS-69,RESCOS,Traumatisme MS - Basketteur 25 ans,Urgences d'un hôpital universitaire,anamnese_examen,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
RESCOS-70,RESCOS,Contraception cachée + effets secondaires - Adolescente 16 ans,"Cabinet médical, consultation programmée",anamnese_examen,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
RESCOS-71,RESCOS,Fin de vie à domicile - Accompagnante épuisée,"Consultation en unité de soins palliatifs mobiles, patient alité à domicile",anamnese_examen,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
RESCOS-72,RESCOS,Certificat de complaisance - Arrêt de travail abusif,Cabinet de médecine générale,anamnese_examen,A,certificat_complaisance,1.00,Déjà annotée Phase 5 — legalContext présent dans la fixture,true
USMLE Triage 1,USMLE_Triage,Perte de Vision,Cabinet médical,triage,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
USMLE Triage 2,USMLE_Triage,Œil Rouge,Cabinet médical,triage,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
USMLE Triage 3,USMLE_Triage,Troubles de Mémoire,Cabinet médical,triage,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
USMLE Triage 4,USMLE_Triage,Vertiges,Cabinet médical,triage,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
USMLE Triage 5,USMLE_Triage,Céphalées,Cabinet médical,triage,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
USMLE Triage 6,USMLE_Triage,Troubles du Sommeil,Clinique de médecine générale,triage,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
USMLE Triage 7,USMLE_Triage,Céphalées,Service des urgences,triage,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
USMLE Triage 8,USMLE_Triage,Syncope,Service des urgences,triage,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
USMLE Triage 9,USMLE_Triage,Coup de Chaleur,Service hospitalier SMIG,triage,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
USMLE Triage 10,USMLE_Triage,Masse Mammaire,Clinique de médecine générale,triage,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
USMLE Triage 11,USMLE_Triage,Douleur Thoracique,Service des urgences,triage,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
USMLE Triage 12,USMLE_Triage,Toux Chronique,Clinique de médecine générale,triage,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
USMLE Triage 13,USMLE_Triage,Dyspnée,Service des urgences,triage,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
USMLE Triage 14,USMLE_Triage,Perte de poids et Fatigue,Clinique médicale,triage,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
USMLE Triage 15,USMLE_Triage,Symptômes Respiratoires,Clinique médicale,triage,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
USMLE Triage 16,USMLE_Triage,Douleur Abdominale Masculine,Clinique médicale,triage,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
USMLE Triage 17,USMLE_Triage,Nausées et Vomissements,Service des urgences,triage,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
USMLE Triage 18,USMLE_Triage,Nausées et Vomissements,Service des urgences,triage,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
USMLE Triage 19,USMLE_Triage,Douleur Abdominale Feminine,Service des urgences,triage,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
USMLE Triage 20,USMLE_Triage,Douleur Antérieure du Genou,Clinique médicale,triage,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
USMLE Triage 21,USMLE_Triage,Douleur au Poignet,Clinique médicale,triage,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
USMLE Triage 22,USMLE_Triage,Douleurs Articulaires,Cabinet médical,triage,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
USMLE Triage 23,USMLE_Triage,Lombalgie,Cabinet médical,triage,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
USMLE Triage 24,USMLE_Triage,Lombalgie chez un patient âgé,Cabinet médical,triage,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
USMLE Triage 25,USMLE_Triage,Douleur à l'épaule,Clinique,triage,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
USMLE Triage 26,USMLE_Triage,Douleur du membre inférieur,Service des urgences,triage,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
USMLE Triage 27,USMLE_Triage,Fatigue et Ecchymoses,Consultation médicale,triage,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
USMLE Triage 28,USMLE_Triage,Fièvre pendant la grossesse,Cabinet médical,triage,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
USMLE Triage 29,USMLE_Triage,Hématurie,Clinique médicale,triage,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
USMLE Triage 30,USMLE_Triage,Masse Testiculaire,Consultation médicale,triage,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
USMLE Triage 31,USMLE_Triage,Règles irrégulières,Cabinet médical,triage,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
USMLE Triage 32,USMLE_Triage,Fièvre chez l'enfant,Cabinet médical,pediatrie_accompagnant,C,,0.40,"[pediatrics_no_redflag] Pédiatrie standard sans red flag de maltraitance — consentement parental implicite, hors scope Phase 5/6",false
USMLE Triage 33,USMLE_Triage,Patient Difficile - Fibromyalgie,Clinique médicale,triage,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
USMLE Triage 34,USMLE_Triage,Patient Difficile - Recherche de Médicaments,Service des urgences,triage,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
USMLE Triage 35,USMLE_Triage,Patient Difficile - Non Francophone,Clinique médicale,triage,B,,0.60,"Consultation clinique standard (anamnèse/examen ou triage), aucun marqueur médico-légal détecté",false
USMLE Triage 36,USMLE_Triage,Cas téléphonique - Douleur abdominale,Consultation téléphonique - Cabinet médical,teleconsultation,C,,0.40,"[teleconsult_non_violence] Téléconsultation hors maltraitance — responsabilité médicale, hors scope Phase 6 J1",false
USMLE Triage 37,USMLE_Triage,Cas téléphonique - Chute d'une personne âgée,Consultation téléphonique - Cabinet médical,teleconsultation,C,,0.40,"[teleconsult_non_violence] Téléconsultation hors maltraitance — responsabilité médicale, hors scope Phase 6 J1",false
USMLE Triage 38,USMLE_Triage,Cas téléphonique - Fin de grossesse,Consultation téléphonique - Service d'obstétrique,teleconsultation,C,,0.40,"[teleconsult_non_violence] Téléconsultation hors maltraitance — responsabilité médicale, hors scope Phase 6 J1",false
USMLE Triage 39,USMLE_Triage,Cas téléphonique - Suspicion de maltraitance,Consultation téléphonique - Clinique médicale,teleconsultation,A,signalement_maltraitance,0.90,[minor_high_violence] Mineur + indice direct de maltraitance (violence/abus/trauma non expliqué),false
USMLE Triage 40,USMLE_Triage,Cas téléphonique - Intoxication,Consultation téléphonique - Service d'urgence,teleconsultation,C,,0.40,"[teleconsult_non_violence] Téléconsultation hors maltraitance — responsabilité médicale, hors scope Phase 6 J1",false
USMLE-1,USMLE,Douleur thoracique - Homme de 46 ans,Service d'urgences,anamnese_examen,C,,0.40,[usmle_amboss_non_pediatric_no_match] Source USMLE/AMBOSS non triviale à transposer en droit CH — vérifier expert avant annotation,false
USMLE-2,USMLE,Hématurie - Homme de 57 ans,Service d'urgences,anamnese_examen,C,,0.40,[usmle_amboss_non_pediatric_no_match] Source USMLE/AMBOSS non triviale à transposer en droit CH — vérifier expert avant annotation,false
USMLE-3,USMLE,Douleur dorsale - Homme de 51 ans,Cabinet médical,anamnese_examen,C,,0.40,[usmle_amboss_non_pediatric_no_match] Source USMLE/AMBOSS non triviale à transposer en droit CH — vérifier expert avant annotation,false
USMLE-4,USMLE,AVP - Homme de 25 ans,Service d'urgences,anamnese_examen,C,,0.40,[usmle_amboss_non_pediatric_no_match] Source USMLE/AMBOSS non triviale à transposer en droit CH — vérifier expert avant annotation,false
USMLE-5,USMLE,Test de grossesse positif - Femme de 28 ans,Clinique,anamnese_examen,C,,0.40,[usmle_amboss_non_pediatric_no_match] Source USMLE/AMBOSS non triviale à transposer en droit CH — vérifier expert avant annotation,false
USMLE-6,USMLE,Diabète pédiatrique - Fille de 10 ans,Cabinet médical,pediatrie_accompagnant,C,,0.40,"[pediatrics_no_redflag] Pédiatrie standard sans red flag de maltraitance — consentement parental implicite, hors scope Phase 5/6",false
USMLE-7,USMLE,Douleur épaule - Homme de 74 ans,Service d'urgences,anamnese_examen,C,,0.40,[usmle_amboss_non_pediatric_no_match] Source USMLE/AMBOSS non triviale à transposer en droit CH — vérifier expert avant annotation,false
USMLE-8,USMLE,Suivi diabète - Homme de 56 ans,Clinique,anamnese_examen,C,,0.40,[usmle_amboss_non_pediatric_no_match] Source USMLE/AMBOSS non triviale à transposer en droit CH — vérifier expert avant annotation,false
USMLE-9,USMLE,Agression sexuelle - Femme de 25 ans,Service d'urgences,anamnese_examen,C,,0.40,[usmle_amboss_non_pediatric_no_match] Source USMLE/AMBOSS non triviale à transposer en droit CH — vérifier expert avant annotation,false
USMLE-10,USMLE,Douleur mollet - Femme de 35 ans,Service d'urgences,anamnese_examen,C,,0.40,[usmle_amboss_non_pediatric_no_match] Source USMLE/AMBOSS non triviale à transposer en droit CH — vérifier expert avant annotation,false
USMLE-11,USMLE,Dysphonie - Homme de 62 ans,Cabinet médical,anamnese_examen,C,,0.40,[usmle_amboss_non_pediatric_no_match] Source USMLE/AMBOSS non triviale à transposer en droit CH — vérifier expert avant annotation,false
USMLE-12,USMLE,Douleurs cervicales - Femme de 67 ans,Cabinet médical,anamnese_examen,C,,0.40,[usmle_amboss_non_pediatric_no_match] Source USMLE/AMBOSS non triviale à transposer en droit CH — vérifier expert avant annotation,false
USMLE-13,USMLE,Douleurs abdominales - Femme 48 ans,Clinique médicale,anamnese_examen,C,,0.40,[usmle_amboss_non_pediatric_no_match] Source USMLE/AMBOSS non triviale à transposer en droit CH — vérifier expert avant annotation,false
USMLE-14,USMLE,Céphalée - Femme de 35 ans,Service d'urgences,anamnese_examen,C,,0.40,[usmle_amboss_non_pediatric_no_match] Source USMLE/AMBOSS non triviale à transposer en droit CH — vérifier expert avant annotation,false
USMLE-15,USMLE,Aménorrhée - Femme de 36 ans,Cabinet médical,anamnese_examen,C,,0.40,[usmle_amboss_non_pediatric_no_match] Source USMLE/AMBOSS non triviale à transposer en droit CH — vérifier expert avant annotation,false
USMLE-16,USMLE,Dyspareunie - Femme de 28 ans,Cabinet médical,anamnese_examen,C,,0.40,[usmle_amboss_non_pediatric_no_match] Source USMLE/AMBOSS non triviale à transposer en droit CH — vérifier expert avant annotation,false
USMLE-17,USMLE,Perte auditive - Homme de 75 ans,Cabinet médical,anamnese_examen,C,,0.40,[usmle_amboss_non_pediatric_no_match] Source USMLE/AMBOSS non triviale à transposer en droit CH — vérifier expert avant annotation,false
USMLE-18,USMLE,Ictère néonatal - Garçon de 5 jours,Consultation téléphonique au cabinet,teleconsultation,C,,0.40,"[teleconsult_non_violence] Téléconsultation hors maltraitance — responsabilité médicale, hors scope Phase 6 J1",false
USMLE-19,USMLE,Fièvre nourrisson - Garçon de 7 mois,Cabinet médical,pediatrie_accompagnant,C,,0.40,"[pediatrics_no_redflag] Pédiatrie standard sans red flag de maltraitance — consentement parental implicite, hors scope Phase 5/6",false
USMLE-20,USMLE,Toux - Homme de 26 ans,Cabinet médical,anamnese_examen,C,,0.40,[usmle_amboss_non_pediatric_no_match] Source USMLE/AMBOSS non triviale à transposer en droit CH — vérifier expert avant annotation,false
USMLE-21,USMLE,Ictère - Femme de 52 ans,Cabinet médical,anamnese_examen,C,,0.40,[usmle_amboss_non_pediatric_no_match] Source USMLE/AMBOSS non triviale à transposer en droit CH — vérifier expert avant annotation,false
USMLE-22,USMLE,Vertiges - Homme de 53 ans,Service d'urgences,anamnese_examen,C,,0.40,[usmle_amboss_non_pediatric_no_match] Source USMLE/AMBOSS non triviale à transposer en droit CH — vérifier expert avant annotation,false
USMLE-23,USMLE,Douleur genou - Femme de 33 ans,Clinique médicale,anamnese_examen,C,,0.40,[usmle_amboss_non_pediatric_no_match] Source USMLE/AMBOSS non triviale à transposer en droit CH — vérifier expert avant annotation,false
USMLE-24,USMLE,Douleur talon - Homme de 31 ans,Cabinet médical,anamnese_examen,C,,0.40,[usmle_amboss_non_pediatric_no_match] Source USMLE/AMBOSS non triviale à transposer en droit CH — vérifier expert avant annotation,false
USMLE-25,USMLE,Fièvre enfant - Fille de 18 mois,Cabinet médical,pediatrie_accompagnant,C,,0.40,"[pediatrics_no_redflag] Pédiatrie standard sans red flag de maltraitance — consentement parental implicite, hors scope Phase 5/6",false
USMLE-26,USMLE,Toux persistante - Femme de 54 ans,Cabinet médical,anamnese_examen,C,,0.40,[usmle_amboss_non_pediatric_no_match] Source USMLE/AMBOSS non triviale à transposer en droit CH — vérifier expert avant annotation,false
USMLE-27,USMLE,Fatigue - Homme 61 ans,Cabinet médical,anamnese_examen,C,,0.40,[usmle_amboss_non_pediatric_no_match] Source USMLE/AMBOSS non triviale à transposer en droit CH — vérifier expert avant annotation,false
USMLE-28,USMLE,Suivi hypertension - Homme 54 ans,Clinique de médecine générale,anamnese_examen,C,,0.40,[usmle_amboss_non_pediatric_no_match] Source USMLE/AMBOSS non triviale à transposer en droit CH — vérifier expert avant annotation,false
USMLE-29,USMLE,Problèmes de sommeil - Femme 20 ans,Clinique de médecine générale,anamnese_examen,C,,0.40,[usmle_amboss_non_pediatric_no_match] Source USMLE/AMBOSS non triviale à transposer en droit CH — vérifier expert avant annotation,false
USMLE-30,USMLE,Respiration bruyante enfant - Fillette 2 ans,Consultation téléphonique au cabinet,teleconsultation,C,,0.40,"[teleconsult_non_violence] Téléconsultation hors maltraitance — responsabilité médicale, hors scope Phase 6 J1",false
USMLE-31,USMLE,Douleurs abdominales - Femme 21 ans,Service d'urgences,anamnese_examen,C,,0.40,[usmle_amboss_non_pediatric_no_match] Source USMLE/AMBOSS non triviale à transposer en droit CH — vérifier expert avant annotation,false
USMLE-32,USMLE,Troubles mémoire - Femme 65 ans,Clinique de médecine générale,anamnese_examen,C,,0.40,[usmle_amboss_non_pediatric_no_match] Source USMLE/AMBOSS non triviale à transposer en droit CH — vérifier expert avant annotation,false
USMLE-33,USMLE,Fatigue - Homme 46 ans,Cabinet médical,anamnese_examen,C,,0.40,[usmle_amboss_non_pediatric_no_match] Source USMLE/AMBOSS non triviale à transposer en droit CH — vérifier expert avant annotation,false
USMLE-34,USMLE,Fatigue et violence domestique - Femme 32 ans,Cabinet médical,anamnese_examen,A,signalement_maltraitance,1.00,Déjà annotée Phase 5 — legalContext présent dans la fixture,true
USMLE-35,USMLE,Hallucinations visuelles - Homme 27 ans,Service d'urgences,anamnese_examen,C,,0.40,[usmle_amboss_non_pediatric_no_match] Source USMLE/AMBOSS non triviale à transposer en droit CH — vérifier expert avant annotation,false
USMLE-36,USMLE,Examen médical pré-embauche - Homme 32 ans,Cabinet médical,anamnese_examen,C,,0.40,[usmle_amboss_non_pediatric_no_match] Source USMLE/AMBOSS non triviale à transposer en droit CH — vérifier expert avant annotation,false
USMLE-37,USMLE,Sang dans les selles - Homme 55 ans,Clinique de médecine générale,anamnese_examen,C,,0.40,[usmle_amboss_non_pediatric_no_match] Source USMLE/AMBOSS non triviale à transposer en droit CH — vérifier expert avant annotation,false
USMLE-38,USMLE,Tremblement - Homme 66 ans,Clinique de médecine générale,anamnese_examen,C,,0.40,[usmle_amboss_non_pediatric_no_match] Source USMLE/AMBOSS non triviale à transposer en droit CH — vérifier expert avant annotation,false
USMLE-39,USMLE,Prise de poids - Femme 30 ans,Cabinet médical,anamnese_examen,C,,0.40,[usmle_amboss_non_pediatric_no_match] Source USMLE/AMBOSS non triviale à transposer en droit CH — vérifier expert avant annotation,false
